absolute_path,relative_path,class 
D:\random_new_folder_for_data\dataset\6599.jpg,..\random_new_folder_for_data\dataset\6599.jpg,tiger
D:\random_new_folder_for_data\dataset\2993.jpg,..\random_new_folder_for_data\dataset\2993.jpg,tiger
D:\random_new_folder_for_data\dataset\3441.jpg,..\random_new_folder_for_data\dataset\3441.jpg,tiger
D:\random_new_folder_for_data\dataset\7444.jpg,..\random_new_folder_for_data\dataset\7444.jpg,tiger
D:\random_new_folder_for_data\dataset\9526.jpg,..\random_new_folder_for_data\dataset\9526.jpg,tiger
D:\random_new_folder_for_data\dataset\430.jpg,..\random_new_folder_for_data\dataset\430.jpg,tiger
D:\random_new_folder_for_data\dataset\984.jpg,..\random_new_folder_for_data\dataset\984.jpg,tiger
D:\random_new_folder_for_data\dataset\6945.jpg,..\random_new_folder_for_data\dataset\6945.jpg,tiger
D:\random_new_folder_for_data\dataset\4166.jpg,..\random_new_folder_for_data\dataset\4166.jpg,tiger
D:\random_new_folder_for_data\dataset\8855.jpg,..\random_new_folder_for_data\dataset\8855.jpg,tiger
D:\random_new_folder_for_data\dataset\9237.jpg,..\random_new_folder_for_data\dataset\9237.jpg,tiger
D:\random_new_folder_for_data\dataset\7038.jpg,..\random_new_folder_for_data\dataset\7038.jpg,tiger
D:\random_new_folder_for_data\dataset\3382.jpg,..\random_new_folder_for_data\dataset\3382.jpg,tiger
D:\random_new_folder_for_data\dataset\8853.jpg,..\random_new_folder_for_data\dataset\8853.jpg,tiger
D:\random_new_folder_for_data\dataset\7241.jpg,..\random_new_folder_for_data\dataset\7241.jpg,tiger
D:\random_new_folder_for_data\dataset\7100.jpg,..\random_new_folder_for_data\dataset\7100.jpg,tiger
D:\random_new_folder_for_data\dataset\972.jpg,..\random_new_folder_for_data\dataset\972.jpg,tiger
D:\random_new_folder_for_data\dataset\5457.jpg,..\random_new_folder_for_data\dataset\5457.jpg,tiger
D:\random_new_folder_for_data\dataset\7971.jpg,..\random_new_folder_for_data\dataset\7971.jpg,tiger
D:\random_new_folder_for_data\dataset\3703.jpg,..\random_new_folder_for_data\dataset\3703.jpg,tiger
D:\random_new_folder_for_data\dataset\8021.jpg,..\random_new_folder_for_data\dataset\8021.jpg,tiger
D:\random_new_folder_for_data\dataset\3233.jpg,..\random_new_folder_for_data\dataset\3233.jpg,tiger
D:\random_new_folder_for_data\dataset\5347.jpg,..\random_new_folder_for_data\dataset\5347.jpg,tiger
D:\random_new_folder_for_data\dataset\2297.jpg,..\random_new_folder_for_data\dataset\2297.jpg,tiger
D:\random_new_folder_for_data\dataset\7147.jpg,..\random_new_folder_for_data\dataset\7147.jpg,tiger
D:\random_new_folder_for_data\dataset\546.jpg,..\random_new_folder_for_data\dataset\546.jpg,tiger
D:\random_new_folder_for_data\dataset\1790.jpg,..\random_new_folder_for_data\dataset\1790.jpg,tiger
D:\random_new_folder_for_data\dataset\1527.jpg,..\random_new_folder_for_data\dataset\1527.jpg,tiger
D:\random_new_folder_for_data\dataset\7410.jpg,..\random_new_folder_for_data\dataset\7410.jpg,tiger
D:\random_new_folder_for_data\dataset\1922.jpg,..\random_new_folder_for_data\dataset\1922.jpg,tiger
D:\random_new_folder_for_data\dataset\6938.jpg,..\random_new_folder_for_data\dataset\6938.jpg,tiger
D:\random_new_folder_for_data\dataset\5602.jpg,..\random_new_folder_for_data\dataset\5602.jpg,tiger
D:\random_new_folder_for_data\dataset\5711.jpg,..\random_new_folder_for_data\dataset\5711.jpg,tiger
D:\random_new_folder_for_data\dataset\9293.jpg,..\random_new_folder_for_data\dataset\9293.jpg,tiger
D:\random_new_folder_for_data\dataset\2592.jpg,..\random_new_folder_for_data\dataset\2592.jpg,tiger
D:\random_new_folder_for_data\dataset\5791.jpg,..\random_new_folder_for_data\dataset\5791.jpg,tiger
D:\random_new_folder_for_data\dataset\4760.jpg,..\random_new_folder_for_data\dataset\4760.jpg,tiger
D:\random_new_folder_for_data\dataset\4144.jpg,..\random_new_folder_for_data\dataset\4144.jpg,tiger
D:\random_new_folder_for_data\dataset\9525.jpg,..\random_new_folder_for_data\dataset\9525.jpg,tiger
D:\random_new_folder_for_data\dataset\1528.jpg,..\random_new_folder_for_data\dataset\1528.jpg,tiger
D:\random_new_folder_for_data\dataset\9825.jpg,..\random_new_folder_for_data\dataset\9825.jpg,tiger
D:\random_new_folder_for_data\dataset\2745.jpg,..\random_new_folder_for_data\dataset\2745.jpg,tiger
D:\random_new_folder_for_data\dataset\5678.jpg,..\random_new_folder_for_data\dataset\5678.jpg,tiger
D:\random_new_folder_for_data\dataset\1551.jpg,..\random_new_folder_for_data\dataset\1551.jpg,tiger
D:\random_new_folder_for_data\dataset\2191.jpg,..\random_new_folder_for_data\dataset\2191.jpg,tiger
D:\random_new_folder_for_data\dataset\3010.jpg,..\random_new_folder_for_data\dataset\3010.jpg,tiger
D:\random_new_folder_for_data\dataset\7487.jpg,..\random_new_folder_for_data\dataset\7487.jpg,tiger
D:\random_new_folder_for_data\dataset\789.jpg,..\random_new_folder_for_data\dataset\789.jpg,tiger
D:\random_new_folder_for_data\dataset\4573.jpg,..\random_new_folder_for_data\dataset\4573.jpg,tiger
D:\random_new_folder_for_data\dataset\5033.jpg,..\random_new_folder_for_data\dataset\5033.jpg,tiger
D:\random_new_folder_for_data\dataset\6172.jpg,..\random_new_folder_for_data\dataset\6172.jpg,tiger
D:\random_new_folder_for_data\dataset\9810.jpg,..\random_new_folder_for_data\dataset\9810.jpg,tiger
D:\random_new_folder_for_data\dataset\7339.jpg,..\random_new_folder_for_data\dataset\7339.jpg,tiger
D:\random_new_folder_for_data\dataset\9842.jpg,..\random_new_folder_for_data\dataset\9842.jpg,tiger
D:\random_new_folder_for_data\dataset\5172.jpg,..\random_new_folder_for_data\dataset\5172.jpg,tiger
D:\random_new_folder_for_data\dataset\2665.jpg,..\random_new_folder_for_data\dataset\2665.jpg,tiger
D:\random_new_folder_for_data\dataset\5830.jpg,..\random_new_folder_for_data\dataset\5830.jpg,tiger
D:\random_new_folder_for_data\dataset\5065.jpg,..\random_new_folder_for_data\dataset\5065.jpg,tiger
D:\random_new_folder_for_data\dataset\5045.jpg,..\random_new_folder_for_data\dataset\5045.jpg,tiger
D:\random_new_folder_for_data\dataset\2014.jpg,..\random_new_folder_for_data\dataset\2014.jpg,tiger
D:\random_new_folder_for_data\dataset\9289.jpg,..\random_new_folder_for_data\dataset\9289.jpg,tiger
D:\random_new_folder_for_data\dataset\2530.jpg,..\random_new_folder_for_data\dataset\2530.jpg,tiger
D:\random_new_folder_for_data\dataset\4415.jpg,..\random_new_folder_for_data\dataset\4415.jpg,tiger
D:\random_new_folder_for_data\dataset\5088.jpg,..\random_new_folder_for_data\dataset\5088.jpg,tiger
D:\random_new_folder_for_data\dataset\5684.jpg,..\random_new_folder_for_data\dataset\5684.jpg,tiger
D:\random_new_folder_for_data\dataset\7212.jpg,..\random_new_folder_for_data\dataset\7212.jpg,tiger
D:\random_new_folder_for_data\dataset\4512.jpg,..\random_new_folder_for_data\dataset\4512.jpg,tiger
D:\random_new_folder_for_data\dataset\5690.jpg,..\random_new_folder_for_data\dataset\5690.jpg,tiger
D:\random_new_folder_for_data\dataset\4173.jpg,..\random_new_folder_for_data\dataset\4173.jpg,tiger
D:\random_new_folder_for_data\dataset\8379.jpg,..\random_new_folder_for_data\dataset\8379.jpg,tiger
D:\random_new_folder_for_data\dataset\5491.jpg,..\random_new_folder_for_data\dataset\5491.jpg,tiger
D:\random_new_folder_for_data\dataset\7559.jpg,..\random_new_folder_for_data\dataset\7559.jpg,tiger
D:\random_new_folder_for_data\dataset\2647.jpg,..\random_new_folder_for_data\dataset\2647.jpg,tiger
D:\random_new_folder_for_data\dataset\7879.jpg,..\random_new_folder_for_data\dataset\7879.jpg,tiger
D:\random_new_folder_for_data\dataset\3768.jpg,..\random_new_folder_for_data\dataset\3768.jpg,tiger
D:\random_new_folder_for_data\dataset\8276.jpg,..\random_new_folder_for_data\dataset\8276.jpg,tiger
D:\random_new_folder_for_data\dataset\5599.jpg,..\random_new_folder_for_data\dataset\5599.jpg,tiger
D:\random_new_folder_for_data\dataset\8666.jpg,..\random_new_folder_for_data\dataset\8666.jpg,tiger
D:\random_new_folder_for_data\dataset\9697.jpg,..\random_new_folder_for_data\dataset\9697.jpg,tiger
D:\random_new_folder_for_data\dataset\2010.jpg,..\random_new_folder_for_data\dataset\2010.jpg,tiger
D:\random_new_folder_for_data\dataset\8325.jpg,..\random_new_folder_for_data\dataset\8325.jpg,tiger
D:\random_new_folder_for_data\dataset\7719.jpg,..\random_new_folder_for_data\dataset\7719.jpg,tiger
D:\random_new_folder_for_data\dataset\1025.jpg,..\random_new_folder_for_data\dataset\1025.jpg,tiger
D:\random_new_folder_for_data\dataset\5425.jpg,..\random_new_folder_for_data\dataset\5425.jpg,tiger
D:\random_new_folder_for_data\dataset\9684.jpg,..\random_new_folder_for_data\dataset\9684.jpg,tiger
D:\random_new_folder_for_data\dataset\3637.jpg,..\random_new_folder_for_data\dataset\3637.jpg,tiger
D:\random_new_folder_for_data\dataset\2551.jpg,..\random_new_folder_for_data\dataset\2551.jpg,tiger
D:\random_new_folder_for_data\dataset\7304.jpg,..\random_new_folder_for_data\dataset\7304.jpg,tiger
D:\random_new_folder_for_data\dataset\6124.jpg,..\random_new_folder_for_data\dataset\6124.jpg,tiger
D:\random_new_folder_for_data\dataset\7232.jpg,..\random_new_folder_for_data\dataset\7232.jpg,tiger
D:\random_new_folder_for_data\dataset\7637.jpg,..\random_new_folder_for_data\dataset\7637.jpg,tiger
D:\random_new_folder_for_data\dataset\1373.jpg,..\random_new_folder_for_data\dataset\1373.jpg,tiger
D:\random_new_folder_for_data\dataset\3648.jpg,..\random_new_folder_for_data\dataset\3648.jpg,tiger
D:\random_new_folder_for_data\dataset\2690.jpg,..\random_new_folder_for_data\dataset\2690.jpg,tiger
D:\random_new_folder_for_data\dataset\4974.jpg,..\random_new_folder_for_data\dataset\4974.jpg,tiger
D:\random_new_folder_for_data\dataset\2013.jpg,..\random_new_folder_for_data\dataset\2013.jpg,tiger
D:\random_new_folder_for_data\dataset\1416.jpg,..\random_new_folder_for_data\dataset\1416.jpg,tiger
D:\random_new_folder_for_data\dataset\7638.jpg,..\random_new_folder_for_data\dataset\7638.jpg,tiger
D:\random_new_folder_for_data\dataset\6976.jpg,..\random_new_folder_for_data\dataset\6976.jpg,tiger
D:\random_new_folder_for_data\dataset\7210.jpg,..\random_new_folder_for_data\dataset\7210.jpg,tiger
D:\random_new_folder_for_data\dataset\5380.jpg,..\random_new_folder_for_data\dataset\5380.jpg,tiger
D:\random_new_folder_for_data\dataset\4987.jpg,..\random_new_folder_for_data\dataset\4987.jpg,tiger
D:\random_new_folder_for_data\dataset\2167.jpg,..\random_new_folder_for_data\dataset\2167.jpg,tiger
D:\random_new_folder_for_data\dataset\4473.jpg,..\random_new_folder_for_data\dataset\4473.jpg,tiger
D:\random_new_folder_for_data\dataset\5355.jpg,..\random_new_folder_for_data\dataset\5355.jpg,tiger
D:\random_new_folder_for_data\dataset\2080.jpg,..\random_new_folder_for_data\dataset\2080.jpg,tiger
D:\random_new_folder_for_data\dataset\5886.jpg,..\random_new_folder_for_data\dataset\5886.jpg,tiger
D:\random_new_folder_for_data\dataset\4198.jpg,..\random_new_folder_for_data\dataset\4198.jpg,tiger
D:\random_new_folder_for_data\dataset\9328.jpg,..\random_new_folder_for_data\dataset\9328.jpg,tiger
D:\random_new_folder_for_data\dataset\6360.jpg,..\random_new_folder_for_data\dataset\6360.jpg,tiger
D:\random_new_folder_for_data\dataset\6104.jpg,..\random_new_folder_for_data\dataset\6104.jpg,tiger
D:\random_new_folder_for_data\dataset\5104.jpg,..\random_new_folder_for_data\dataset\5104.jpg,tiger
D:\random_new_folder_for_data\dataset\8600.jpg,..\random_new_folder_for_data\dataset\8600.jpg,tiger
D:\random_new_folder_for_data\dataset\9308.jpg,..\random_new_folder_for_data\dataset\9308.jpg,tiger
D:\random_new_folder_for_data\dataset\2266.jpg,..\random_new_folder_for_data\dataset\2266.jpg,tiger
D:\random_new_folder_for_data\dataset\7367.jpg,..\random_new_folder_for_data\dataset\7367.jpg,tiger
D:\random_new_folder_for_data\dataset\9278.jpg,..\random_new_folder_for_data\dataset\9278.jpg,tiger
D:\random_new_folder_for_data\dataset\7823.jpg,..\random_new_folder_for_data\dataset\7823.jpg,tiger
D:\random_new_folder_for_data\dataset\3721.jpg,..\random_new_folder_for_data\dataset\3721.jpg,tiger
D:\random_new_folder_for_data\dataset\5656.jpg,..\random_new_folder_for_data\dataset\5656.jpg,tiger
D:\random_new_folder_for_data\dataset\7002.jpg,..\random_new_folder_for_data\dataset\7002.jpg,tiger
D:\random_new_folder_for_data\dataset\6991.jpg,..\random_new_folder_for_data\dataset\6991.jpg,tiger
D:\random_new_folder_for_data\dataset\8936.jpg,..\random_new_folder_for_data\dataset\8936.jpg,tiger
D:\random_new_folder_for_data\dataset\9247.jpg,..\random_new_folder_for_data\dataset\9247.jpg,tiger
D:\random_new_folder_for_data\dataset\7512.jpg,..\random_new_folder_for_data\dataset\7512.jpg,tiger
D:\random_new_folder_for_data\dataset\4188.jpg,..\random_new_folder_for_data\dataset\4188.jpg,tiger
D:\random_new_folder_for_data\dataset\3607.jpg,..\random_new_folder_for_data\dataset\3607.jpg,tiger
D:\random_new_folder_for_data\dataset\4773.jpg,..\random_new_folder_for_data\dataset\4773.jpg,tiger
D:\random_new_folder_for_data\dataset\3002.jpg,..\random_new_folder_for_data\dataset\3002.jpg,tiger
D:\random_new_folder_for_data\dataset\7705.jpg,..\random_new_folder_for_data\dataset\7705.jpg,tiger
D:\random_new_folder_for_data\dataset\4062.jpg,..\random_new_folder_for_data\dataset\4062.jpg,tiger
D:\random_new_folder_for_data\dataset\5411.jpg,..\random_new_folder_for_data\dataset\5411.jpg,tiger
D:\random_new_folder_for_data\dataset\5509.jpg,..\random_new_folder_for_data\dataset\5509.jpg,tiger
D:\random_new_folder_for_data\dataset\5315.jpg,..\random_new_folder_for_data\dataset\5315.jpg,tiger
D:\random_new_folder_for_data\dataset\971.jpg,..\random_new_folder_for_data\dataset\971.jpg,tiger
D:\random_new_folder_for_data\dataset\5758.jpg,..\random_new_folder_for_data\dataset\5758.jpg,tiger
D:\random_new_folder_for_data\dataset\8604.jpg,..\random_new_folder_for_data\dataset\8604.jpg,tiger
D:\random_new_folder_for_data\dataset\3223.jpg,..\random_new_folder_for_data\dataset\3223.jpg,tiger
D:\random_new_folder_for_data\dataset\9668.jpg,..\random_new_folder_for_data\dataset\9668.jpg,tiger
D:\random_new_folder_for_data\dataset\2149.jpg,..\random_new_folder_for_data\dataset\2149.jpg,tiger
D:\random_new_folder_for_data\dataset\6672.jpg,..\random_new_folder_for_data\dataset\6672.jpg,tiger
D:\random_new_folder_for_data\dataset\6177.jpg,..\random_new_folder_for_data\dataset\6177.jpg,tiger
D:\random_new_folder_for_data\dataset\3066.jpg,..\random_new_folder_for_data\dataset\3066.jpg,tiger
D:\random_new_folder_for_data\dataset\5222.jpg,..\random_new_folder_for_data\dataset\5222.jpg,tiger
D:\random_new_folder_for_data\dataset\2830.jpg,..\random_new_folder_for_data\dataset\2830.jpg,tiger
D:\random_new_folder_for_data\dataset\4994.jpg,..\random_new_folder_for_data\dataset\4994.jpg,tiger
D:\random_new_folder_for_data\dataset\589.jpg,..\random_new_folder_for_data\dataset\589.jpg,tiger
D:\random_new_folder_for_data\dataset\2178.jpg,..\random_new_folder_for_data\dataset\2178.jpg,tiger
D:\random_new_folder_for_data\dataset\1286.jpg,..\random_new_folder_for_data\dataset\1286.jpg,tiger
D:\random_new_folder_for_data\dataset\712.jpg,..\random_new_folder_for_data\dataset\712.jpg,tiger
D:\random_new_folder_for_data\dataset\6559.jpg,..\random_new_folder_for_data\dataset\6559.jpg,tiger
D:\random_new_folder_for_data\dataset\4623.jpg,..\random_new_folder_for_data\dataset\4623.jpg,tiger
D:\random_new_folder_for_data\dataset\7886.jpg,..\random_new_folder_for_data\dataset\7886.jpg,tiger
D:\random_new_folder_for_data\dataset\3116.jpg,..\random_new_folder_for_data\dataset\3116.jpg,tiger
D:\random_new_folder_for_data\dataset\4006.jpg,..\random_new_folder_for_data\dataset\4006.jpg,tiger
D:\random_new_folder_for_data\dataset\9848.jpg,..\random_new_folder_for_data\dataset\9848.jpg,tiger
D:\random_new_folder_for_data\dataset\8992.jpg,..\random_new_folder_for_data\dataset\8992.jpg,tiger
D:\random_new_folder_for_data\dataset\5390.jpg,..\random_new_folder_for_data\dataset\5390.jpg,tiger
D:\random_new_folder_for_data\dataset\476.jpg,..\random_new_folder_for_data\dataset\476.jpg,tiger
D:\random_new_folder_for_data\dataset\7108.jpg,..\random_new_folder_for_data\dataset\7108.jpg,tiger
D:\random_new_folder_for_data\dataset\4278.jpg,..\random_new_folder_for_data\dataset\4278.jpg,tiger
D:\random_new_folder_for_data\dataset\4570.jpg,..\random_new_folder_for_data\dataset\4570.jpg,tiger
D:\random_new_folder_for_data\dataset\3521.jpg,..\random_new_folder_for_data\dataset\3521.jpg,tiger
D:\random_new_folder_for_data\dataset\1862.jpg,..\random_new_folder_for_data\dataset\1862.jpg,tiger
D:\random_new_folder_for_data\dataset\3923.jpg,..\random_new_folder_for_data\dataset\3923.jpg,tiger
D:\random_new_folder_for_data\dataset\4847.jpg,..\random_new_folder_for_data\dataset\4847.jpg,tiger
D:\random_new_folder_for_data\dataset\5245.jpg,..\random_new_folder_for_data\dataset\5245.jpg,tiger
D:\random_new_folder_for_data\dataset\8056.jpg,..\random_new_folder_for_data\dataset\8056.jpg,tiger
D:\random_new_folder_for_data\dataset\8596.jpg,..\random_new_folder_for_data\dataset\8596.jpg,tiger
D:\random_new_folder_for_data\dataset\944.jpg,..\random_new_folder_for_data\dataset\944.jpg,tiger
D:\random_new_folder_for_data\dataset\4076.jpg,..\random_new_folder_for_data\dataset\4076.jpg,tiger
D:\random_new_folder_for_data\dataset\9428.jpg,..\random_new_folder_for_data\dataset\9428.jpg,tiger
D:\random_new_folder_for_data\dataset\4112.jpg,..\random_new_folder_for_data\dataset\4112.jpg,tiger
D:\random_new_folder_for_data\dataset\2100.jpg,..\random_new_folder_for_data\dataset\2100.jpg,tiger
D:\random_new_folder_for_data\dataset\9344.jpg,..\random_new_folder_for_data\dataset\9344.jpg,tiger
D:\random_new_folder_for_data\dataset\9100.jpg,..\random_new_folder_for_data\dataset\9100.jpg,tiger
D:\random_new_folder_for_data\dataset\3696.jpg,..\random_new_folder_for_data\dataset\3696.jpg,tiger
D:\random_new_folder_for_data\dataset\3744.jpg,..\random_new_folder_for_data\dataset\3744.jpg,tiger
D:\random_new_folder_for_data\dataset\4270.jpg,..\random_new_folder_for_data\dataset\4270.jpg,tiger
D:\random_new_folder_for_data\dataset\5880.jpg,..\random_new_folder_for_data\dataset\5880.jpg,tiger
D:\random_new_folder_for_data\dataset\9938.jpg,..\random_new_folder_for_data\dataset\9938.jpg,tiger
D:\random_new_folder_for_data\dataset\6116.jpg,..\random_new_folder_for_data\dataset\6116.jpg,tiger
D:\random_new_folder_for_data\dataset\3995.jpg,..\random_new_folder_for_data\dataset\3995.jpg,tiger
D:\random_new_folder_for_data\dataset\8599.jpg,..\random_new_folder_for_data\dataset\8599.jpg,tiger
D:\random_new_folder_for_data\dataset\1771.jpg,..\random_new_folder_for_data\dataset\1771.jpg,tiger
D:\random_new_folder_for_data\dataset\4764.jpg,..\random_new_folder_for_data\dataset\4764.jpg,tiger
D:\random_new_folder_for_data\dataset\365.jpg,..\random_new_folder_for_data\dataset\365.jpg,tiger
D:\random_new_folder_for_data\dataset\2623.jpg,..\random_new_folder_for_data\dataset\2623.jpg,tiger
D:\random_new_folder_for_data\dataset\7340.jpg,..\random_new_folder_for_data\dataset\7340.jpg,tiger
D:\random_new_folder_for_data\dataset\1860.jpg,..\random_new_folder_for_data\dataset\1860.jpg,tiger
D:\random_new_folder_for_data\dataset\6778.jpg,..\random_new_folder_for_data\dataset\6778.jpg,tiger
D:\random_new_folder_for_data\dataset\3196.jpg,..\random_new_folder_for_data\dataset\3196.jpg,tiger
D:\random_new_folder_for_data\dataset\4816.jpg,..\random_new_folder_for_data\dataset\4816.jpg,tiger
D:\random_new_folder_for_data\dataset\9053.jpg,..\random_new_folder_for_data\dataset\9053.jpg,tiger
D:\random_new_folder_for_data\dataset\3264.jpg,..\random_new_folder_for_data\dataset\3264.jpg,tiger
D:\random_new_folder_for_data\dataset\6790.jpg,..\random_new_folder_for_data\dataset\6790.jpg,tiger
D:\random_new_folder_for_data\dataset\9632.jpg,..\random_new_folder_for_data\dataset\9632.jpg,tiger
D:\random_new_folder_for_data\dataset\332.jpg,..\random_new_folder_for_data\dataset\332.jpg,tiger
D:\random_new_folder_for_data\dataset\9077.jpg,..\random_new_folder_for_data\dataset\9077.jpg,tiger
D:\random_new_folder_for_data\dataset\1323.jpg,..\random_new_folder_for_data\dataset\1323.jpg,tiger
D:\random_new_folder_for_data\dataset\1428.jpg,..\random_new_folder_for_data\dataset\1428.jpg,tiger
D:\random_new_folder_for_data\dataset\20.jpg,..\random_new_folder_for_data\dataset\20.jpg,tiger
D:\random_new_folder_for_data\dataset\4952.jpg,..\random_new_folder_for_data\dataset\4952.jpg,tiger
D:\random_new_folder_for_data\dataset\5037.jpg,..\random_new_folder_for_data\dataset\5037.jpg,tiger
D:\random_new_folder_for_data\dataset\1172.jpg,..\random_new_folder_for_data\dataset\1172.jpg,tiger
D:\random_new_folder_for_data\dataset\8725.jpg,..\random_new_folder_for_data\dataset\8725.jpg,tiger
D:\random_new_folder_for_data\dataset\8891.jpg,..\random_new_folder_for_data\dataset\8891.jpg,tiger
D:\random_new_folder_for_data\dataset\3812.jpg,..\random_new_folder_for_data\dataset\3812.jpg,tiger
D:\random_new_folder_for_data\dataset\891.jpg,..\random_new_folder_for_data\dataset\891.jpg,tiger
D:\random_new_folder_for_data\dataset\2359.jpg,..\random_new_folder_for_data\dataset\2359.jpg,tiger
D:\random_new_folder_for_data\dataset\8675.jpg,..\random_new_folder_for_data\dataset\8675.jpg,tiger
D:\random_new_folder_for_data\dataset\8143.jpg,..\random_new_folder_for_data\dataset\8143.jpg,tiger
D:\random_new_folder_for_data\dataset\3933.jpg,..\random_new_folder_for_data\dataset\3933.jpg,tiger
D:\random_new_folder_for_data\dataset\1747.jpg,..\random_new_folder_for_data\dataset\1747.jpg,tiger
D:\random_new_folder_for_data\dataset\1850.jpg,..\random_new_folder_for_data\dataset\1850.jpg,tiger
D:\random_new_folder_for_data\dataset\2267.jpg,..\random_new_folder_for_data\dataset\2267.jpg,tiger
D:\random_new_folder_for_data\dataset\1773.jpg,..\random_new_folder_for_data\dataset\1773.jpg,tiger
D:\random_new_folder_for_data\dataset\3652.jpg,..\random_new_folder_for_data\dataset\3652.jpg,tiger
D:\random_new_folder_for_data\dataset\6341.jpg,..\random_new_folder_for_data\dataset\6341.jpg,tiger
D:\random_new_folder_for_data\dataset\815.jpg,..\random_new_folder_for_data\dataset\815.jpg,tiger
D:\random_new_folder_for_data\dataset\3713.jpg,..\random_new_folder_for_data\dataset\3713.jpg,tiger
D:\random_new_folder_for_data\dataset\5204.jpg,..\random_new_folder_for_data\dataset\5204.jpg,tiger
D:\random_new_folder_for_data\dataset\5022.jpg,..\random_new_folder_for_data\dataset\5022.jpg,tiger
D:\random_new_folder_for_data\dataset\6951.jpg,..\random_new_folder_for_data\dataset\6951.jpg,tiger
D:\random_new_folder_for_data\dataset\534.jpg,..\random_new_folder_for_data\dataset\534.jpg,tiger
D:\random_new_folder_for_data\dataset\1555.jpg,..\random_new_folder_for_data\dataset\1555.jpg,tiger
D:\random_new_folder_for_data\dataset\7596.jpg,..\random_new_folder_for_data\dataset\7596.jpg,tiger
D:\random_new_folder_for_data\dataset\1690.jpg,..\random_new_folder_for_data\dataset\1690.jpg,tiger
D:\random_new_folder_for_data\dataset\3758.jpg,..\random_new_folder_for_data\dataset\3758.jpg,tiger
D:\random_new_folder_for_data\dataset\1115.jpg,..\random_new_folder_for_data\dataset\1115.jpg,tiger
D:\random_new_folder_for_data\dataset\5731.jpg,..\random_new_folder_for_data\dataset\5731.jpg,tiger
D:\random_new_folder_for_data\dataset\545.jpg,..\random_new_folder_for_data\dataset\545.jpg,tiger
D:\random_new_folder_for_data\dataset\8003.jpg,..\random_new_folder_for_data\dataset\8003.jpg,tiger
D:\random_new_folder_for_data\dataset\6448.jpg,..\random_new_folder_for_data\dataset\6448.jpg,tiger
D:\random_new_folder_for_data\dataset\5339.jpg,..\random_new_folder_for_data\dataset\5339.jpg,tiger
D:\random_new_folder_for_data\dataset\7355.jpg,..\random_new_folder_for_data\dataset\7355.jpg,tiger
D:\random_new_folder_for_data\dataset\2021.jpg,..\random_new_folder_for_data\dataset\2021.jpg,tiger
D:\random_new_folder_for_data\dataset\6774.jpg,..\random_new_folder_for_data\dataset\6774.jpg,tiger
D:\random_new_folder_for_data\dataset\3192.jpg,..\random_new_folder_for_data\dataset\3192.jpg,tiger
D:\random_new_folder_for_data\dataset\6252.jpg,..\random_new_folder_for_data\dataset\6252.jpg,tiger
D:\random_new_folder_for_data\dataset\8163.jpg,..\random_new_folder_for_data\dataset\8163.jpg,tiger
D:\random_new_folder_for_data\dataset\2217.jpg,..\random_new_folder_for_data\dataset\2217.jpg,tiger
D:\random_new_folder_for_data\dataset\800.jpg,..\random_new_folder_for_data\dataset\800.jpg,tiger
D:\random_new_folder_for_data\dataset\5146.jpg,..\random_new_folder_for_data\dataset\5146.jpg,tiger
D:\random_new_folder_for_data\dataset\9226.jpg,..\random_new_folder_for_data\dataset\9226.jpg,tiger
D:\random_new_folder_for_data\dataset\7205.jpg,..\random_new_folder_for_data\dataset\7205.jpg,tiger
D:\random_new_folder_for_data\dataset\8350.jpg,..\random_new_folder_for_data\dataset\8350.jpg,tiger
D:\random_new_folder_for_data\dataset\7150.jpg,..\random_new_folder_for_data\dataset\7150.jpg,tiger
D:\random_new_folder_for_data\dataset\1547.jpg,..\random_new_folder_for_data\dataset\1547.jpg,tiger
D:\random_new_folder_for_data\dataset\9446.jpg,..\random_new_folder_for_data\dataset\9446.jpg,tiger
D:\random_new_folder_for_data\dataset\7957.jpg,..\random_new_folder_for_data\dataset\7957.jpg,tiger
D:\random_new_folder_for_data\dataset\9557.jpg,..\random_new_folder_for_data\dataset\9557.jpg,tiger
D:\random_new_folder_for_data\dataset\766.jpg,..\random_new_folder_for_data\dataset\766.jpg,tiger
D:\random_new_folder_for_data\dataset\9748.jpg,..\random_new_folder_for_data\dataset\9748.jpg,tiger
D:\random_new_folder_for_data\dataset\2168.jpg,..\random_new_folder_for_data\dataset\2168.jpg,tiger
D:\random_new_folder_for_data\dataset\7752.jpg,..\random_new_folder_for_data\dataset\7752.jpg,tiger
D:\random_new_folder_for_data\dataset\1801.jpg,..\random_new_folder_for_data\dataset\1801.jpg,tiger
D:\random_new_folder_for_data\dataset\8828.jpg,..\random_new_folder_for_data\dataset\8828.jpg,tiger
D:\random_new_folder_for_data\dataset\2392.jpg,..\random_new_folder_for_data\dataset\2392.jpg,tiger
D:\random_new_folder_for_data\dataset\6722.jpg,..\random_new_folder_for_data\dataset\6722.jpg,tiger
D:\random_new_folder_for_data\dataset\3486.jpg,..\random_new_folder_for_data\dataset\3486.jpg,tiger
D:\random_new_folder_for_data\dataset\6696.jpg,..\random_new_folder_for_data\dataset\6696.jpg,tiger
D:\random_new_folder_for_data\dataset\1477.jpg,..\random_new_folder_for_data\dataset\1477.jpg,tiger
D:\random_new_folder_for_data\dataset\7400.jpg,..\random_new_folder_for_data\dataset\7400.jpg,tiger
